adress,rating,nbreviews,latitude,longitude,distance
"139 boulevard de Grenelle, 75015 Paris, France",3.5,152,48.848347,2.2923919,4062.571440209308
"34 Place Saint Ferdinand, 75017 Paris, France",3.5,198,48.8778974,2.2789027,4355.791949388884
"4 avenue Carnot, 75017 Paris, France",4,559,48.8752926,2.2853299,3841.2876707627483
"71 Rue de Lyon, 75012 Paris, France",3,27,48.8511988,2.3697646,3162.8172733532465
"53 boulevard de Grenelle, 75015 Paris, France",4,640,48.851402,2.2835288,4434.161718910037
"18 rue Lacharriere | Close to the L’Atelier Des Lumières, 75011 Paris, France",4.5,220,48.8620063,2.3771124,3048.266151375596
"110 boulevard de Clichy, 75018 Paris, France",3.5,233,48.8845379,2.3221209,1964.87689496664
"4 rue Viala, 75015 Paris, France",4.5,338,48.8507025,2.2830954,4498.707886090967
"24 rue Saint Ambroise, 75011 Paris, France",3.5,342,48.8625873,2.369905,2526.4589318058793
"26 rue du Bouloi, 75001 Paris, France",4.5,123,48.8639042,2.3329862,736.7051065922101
"206 boulevard Raspail, 75014 Paris, France",4,364,48.8414476,2.320683,3388.888055102631
"54 rue Mouffetard, 75005 Paris, France",4.5,706,48.8432595,2.3405859,2974.5584065981443
"19 boulevard Saint Michel, 75005 Paris, France",3.5,251,48.8516444,2.3347695,2039.785595654906
"42 rue Broca, 75005 Paris, France",4.5,321,48.8378217,2.3385952,3570.390749293125
"8 rue du Cherche Midi, 75006 Paris, France",4,151,48.8512918,2.3202345,2415.0006077316075
"36 avenue George V, 75008 Paris, France",4,69,48.8692439,2.2927399,3253.6314815177643
"12 boulevard Vincent Auriol, 75013 Paris, France",3.5,43,48.8371729,2.3638076,4128.424914305383
"8 rue du Chateau Landon, 75010 Paris, France",4.5,255,48.8799806,2.3537184,1645.9465525163962
"98 rue Lepic, 75018 Paris, France",4.5,1049,48.88713,2.3281804,2024.639137509093
"9 Place de la Republique, 75003 Paris, France",3,382,48.866632,2.3552197,1366.8637257099108
"90 Boulevard Saint Germain, 75005 Paris, France",4,1189,48.8512257,2.3359491,2080.553245936093
"8 boulevard Saint Michel, 75006 Paris, France",3.5,411,48.8526867,2.3347822,1924.2733108428313
"23 rue Rambuteau, 75004 Paris, France",3.5,279,48.8607876,2.3457848,1193.2993920373788
"38 rue du Mont Thabor, 75001 Paris, France",4.5,227,48.8665717,2.3174837,1490.2174188413599
"55 rue du Faubourg Poissonniere, 75009 Paris, France",4,1388,48.8747694,2.3391331,557.4321903009333
"8 rue Pavee, 75004 Paris, France",4,325,48.8557568,2.351982,1909.6797344207343
"5 rue Gregoire de Tours, 75006 Paris, France",4,334,48.8534329,2.3292165,1924.1293599499268
"126 rue du Faubourg Saint Antoine, 75012 Paris, France",4,373,48.8505867,2.3695803,3198.034741283451
"3 Place du General Koenig | 34 Eme Étage, 75017 Paris, France",3.5,142,48.8802652,2.2755049,4657.216067945344
"52 rue Saint Dominique, 75007 Paris, France",3,28,48.8600203,2.3010573,2864.532630869823
"26 rue Montorgueil, 75001 Paris, France",4,496,48.863638,2.346498,974.1482845486447
"62 rue de la Verrerie, 75004 Paris, France",4,280,48.8585379,2.3430797,1336.2250509231003
"21 boulevard Garibaldi, 75015 Paris, France",3.5,62,48.8473848,2.2955555,3945.2768624478344
"47 rue du Faubourg Montmartre, 75009 Paris, France",4.5,303,48.8746885,2.3325225,631.6799998268178
"4 avenue de Villiers, 75017 Paris, France",3,363,48.8816991,2.3068042,2580.9685387258187
"88 rue du Rocher, 75008 Paris, France",4.5,278,48.880512,2.308694,2395.309359268031
"278 avenue Daumesnil, 75012 Paris, France",4.5,167,48.8356381,2.3969882,5801.507886222277
"23 avenue de la Bourdonnais, 75007 Paris, France",3.5,614,48.8592283,2.2980786,3099.5527536149266
"10 rue de la chaussee D Antin | 75009, 75009 Paris, France",3.5,142,48.871881,2.3251498,908.8413713689405
"4 rue Arsene Houssaye, 75008 Paris, France",3.5,74,48.8735931,2.2893898,3521.4367610938843
"10 rue de la Tremoille, 75008 Paris, France",2.5,497,48.8664736,2.2936417,3209.8303094887706
"64 rue Sainte Anne, 75002 Paris, France",4.5,339,48.8686378,2.3279691,690.8900017133963
"2 rue Saint Philippe du Roule, 75008 Paris, France",3.5,94,48.873372,2.3000576,2744.435018318739
"107 avenue Parmentier, 75011 Paris, France",4,513,48.8674331,2.3639451,1974.734160543424
"6 avenue Rapp, 75007 Paris, France",3.5,326,48.8606281,2.2920265,3462.8953215963174
"103 rue de Charonne | Métro Charonne, 75011 Paris, France",4.5,191,48.854389,2.367102,2786.1174935578974
"51 rue de la Harpe, 75005 Paris, France",4,320,48.8515821,2.3351721,2044.3255362745306
"122 rue Nollet, 75017 Paris, France",4.5,190,48.8897279,2.3083561,3050.381030721895
"25 rue Boissy D Anglas, 75008 Paris, France",4,387,48.869326,2.3132246,1755.724240150214
"227 boulevard Saint Germain, 75007 Paris, France",3.5,395,48.8585268,2.3141199,2111.343492816664
"9 rue d Argenteuil, 75001 Paris, France",4.5,809,48.8646836,2.3249625,1068.4615524541703
"56 Passage des Panoramas, 75002 Paris, France",4,441,48.8711439,2.3327586,353.11045373417636
"85 rue de Rivoli, 75001 Paris, France",4,468,48.860503,2.3328607,1094.2322511660202
"88 rue Lepic | 75018, 75018 Paris, France",4,176,48.8872573,2.3274354,2056.3269126508217
"48 rue de Verneuil, 75007 Paris, France",4.5,768,48.8585115,2.3189711,1840.9663594693084
"22 rue des Capucines | 75002, 75002 Paris, France",2,97,48.8695637,2.3199843,1260.6898040906133
"42 rue Taitbout, 75009 Paris, France",4.5,179,48.8739331,2.3266899,889.7064166066934
"54 rue de Seine, 75006 Paris, France",4,1205,48.8540743,2.3281319,1882.8157777407766
"44 rue de Rivoli | 75004, 75004 Paris, France",4,246,48.8567331,2.3464937,1615.6798260748428
"31 rue des Petits Champs, 75001 Paris, France",4,595,48.8666709,2.3280309,762.4704911481246
"1 rue du Sabot, 75006 Paris, France",3,24,48.8530226,2.3226835,2158.4930182127637
"56 rue des Abbesses, 75018 Paris, France",3.5,360,48.8857956,2.3265432,1930.2145622535443
"18 rue Saint Lazare, 75009 Paris, France",4.5,135,48.8769224,2.3290082,983.163523688347
"60 Bd Saint-Germain, 75005 Paris, France",2.5,332,48.850334,2.3395568,2184.3962747893015
"25 rue la Bruyere, 75009 Paris, France",4.5,698,48.8792857,2.3258591,1332.0649881261586
"49 rue Vaneau, 75007 Paris, France",4.5,149,48.8511336,2.3106881,2850.9392006910402
"6 rue Lamarck, 75018 Paris, France",4.5,629,48.8866242,2.3444515,1931.5948486063762
"14 rue des Capucines, 75002 Paris, France",4,263,48.8691671,2.3204323,1230.149100629058
"4 Place de la Republique, 75011 Paris, France",3.5,465,48.8664333,2.3565326,1465.314185146214
"34 rue Yves Toudic, 75010 Paris, France",4.5,920,48.871245,2.3541356,1246.5296714082042
"30 Passage Jouffroy, 75009 Paris, France",4.5,527,48.872404,2.3334804,388.46871140897065
"36 rue Saint Andre des Arts, 75006 Paris, France",3,154,48.8534357,2.3329473,1859.1257330398983
"71 boulevard Saint Michel, 75005 Paris, France",4,103,48.8463681,2.3405401,2629.933191296123
"48 rue du Temple, 75004 Paris, France",4,276,48.86025,2.3460304,1253.704955457015
"19 avenue Mac Mahon | m Charles de Gaulle / Etoile, 75017 Paris, France",4,162,48.9414427,2.1455616,16107.81298983911
"18 Avenue du President Kennedy, 75016 Paris, France",4,229,48.8567533,2.2774841,4607.849776247869
"64 boulevard Haussmann, 75009 Paris, France",4,488,48.8739749,2.3193006,1385.512976927665
"2 rue Dante, 75005 Paris, France",3.5,237,48.8515125,2.3381572,2047.7763174734853
"1 Cour des Petites Ecuries, 75010 Paris, France",4,328,48.8722632,2.3450296,628.407116196915
"9 rue Boissy D Anglas, 75008 Paris, France",4,449,48.8681426,2.3124033,1825.290101913297
"85 B rue de Charenton, 75012 Paris, France (Formerly Boulangerie Jacques Bazin)",4.5,62,48.8490881,2.3662393,3142.289939702703
"3 rue Saint Benoit, 75006 Paris, France",4.5,369,48.8553827,2.3247577,1855.3588133700555
"93 rue des Martyrs, 75018 Paris, France",4,126,48.8843133,2.3308034,1667.878849685286
"22 avenue Raymond Poincare, 75116 Paris, France",4,481,48.8651907,2.2779742,4364.694917628987
"13 rue Dauphine, 75006 Paris, France",4,582,48.8556058,2.3314088,1647.1059225987924
"66 rue Raymond Losserand, 75014 Paris, France",4,714,48.8341241,2.3093588,4471.526116826796
"6 rue de Lancry, 75010 Paris, France",4.5,910,48.8689451,2.3514513,1047.0663656481363
"21 avenue de la Bourdonnais, 75007 Paris, France",3.5,672,48.8593828,2.2891543,3705.4241443487563
"5 rue Villedo, 75001 Paris, France",4,137,48.8661306,2.3275478,822.8424051494885
"195 rue du Faubourg Saint Honore, 75008 Paris, France",4.5,1100,48.8758301,2.2940279,3226.0429811642084
"18 avenue Bosquet | Angle Avenue Bosquet et Rue Saint-Dominique, 75007 Paris, France",4,688,48.8580608,2.2952294,3342.0900275897143
"6 rue de Jarente, 75004 Paris, France",4.5,618,48.8557877,2.3543101,2008.2499109691842
"19 rue de Dunkerque, 75010 Paris, France",3.5,497,48.8795575,2.3469197,1285.643806893355
"108 rue Falguiere, 75015 Paris, France",4.5,76,48.8384521,2.3025155,4322.759186094202
"19 rue Duphot, 75001 Paris, France",3.5,96,48.8685329,2.3164503,1526.3612319257243
"Rue Tholoze | Montmatre, Paris, France",4,76,48.8865385,2.3268041,1998.7043468765553
"29 boulevard Poissonniere, 75002 Paris, France",2,326,48.8713042,2.3344101,256.438379489115
"3 rue Gregoire de Tours, 75006 Paris, France",3.5,200,48.8535461,2.3292712,1910.9211805439495
"49 avenue du Maine | 75014, 75014 Paris, France",4,815,48.8402874,2.3132927,3730.704255555549
"55 rue Oberkampf, 75011 Paris, France",4.5,1309,48.8647274,2.3636776,2020.007563016192
"26 avenue de Friedland | 75008, 75008 Paris, France",4,69,48.8744935,2.2911934,3403.939190262642
"25 rue Servandoni | Metro St Sulpice, 75006 Paris, France",4.5,1343,48.8508196,2.3258078,2281.657544049139
"28 rue Augereau, 75007 Paris, France",4.5,365,48.8564506,2.293821,3509.6256483063057
"53 rue de Richelieu, 75001 Paris, France",4.5,88,48.8665625,2.3284963,738.6811989149768
"88 rue de Clichy | Place de Clichy, 75009 Paris, France",3.5,356,48.8832548,2.3190654,1990.0774422263733
"62 boulevard de Grenelle, 75015 Paris, France",3.5,405,48.8505694,2.2836544,4469.872791602412
"129 avenue du General Leclerc, 75014 Paris, France",3,326,48.8233856,2.3171431,5378.548408291332
"10, avenue d'Lena | Shangri-La Hotel, Lobby Level, 75116 Paris, France",4.5,84,48.8637872,2.2846582,3904.0649763865054
"1 Place de la Bourse, 75002 Paris, France",4,342,48.8684541,2.3329214,353.55148529022637
"3 rue Corbineau, 75012 Paris, France",4,495,48.8388664,2.3728144,4325.1140104729075
"67 rue du Cherche Midi, 75006 Paris, France",3.5,76,48.8480879,2.3240207,2612.2091964163988
"33 rue Notre Dame de Lorette, 75009 Paris, France",3.5,427,48.8790152,2.3365686,1012.6462162811441
"47 rue de Richelieu, 75001 Paris, France",4.5,30,48.8663517,2.3370229,396.8074845474043
"36 boulevard de la Tour Maubourg, 75007 Paris, France",3.5,513,48.8599925,2.3012079,2855.55922600637
"58 rue Jean Jacques Rousseau, 75001 Paris, France",3.5,478,48.8639767,2.3435852,808.5515910092914
"50 rue Lauriston, 75116 Paris, France",4.5,221,48.8700702,2.2906128,3408.360298193232
"10 boulevard Delessert, 75016 Paris, France",4,214,48.8588512,2.2850581,4008.580210524169
"5 rue Mondetour, 75001 Paris, France",4.5,1076,48.86346,2.3393285,734.6013437291151
"4 rue de Berri, 75008 Paris, France",4,369,48.8719326,2.3037977,2454.1647411055756
"20 rue Vignon, 75009 Paris, France",4,213,48.871296,2.326505,797.9766343585954
"155 boulevard Saint Germain, 75006 Paris, France",4,622,48.8538404,2.3233466,2055.4580496730678
"36 rue Croix des Petits Champs, 75001 Paris, France",4.5,300,48.8642797,2.3316973,745.524978137078
"55 boulevard des Batignolles, 75008 Paris, France",4.5,116,48.8814438,2.3183004,1885.5726589569526
"4 rue d Amsterdam, 75009 Paris, France",3.5,116,48.8759503,2.3271331,996.6467145103327
"53 rue de Rivoli, 75001 Paris, France",2.5,377,48.8588985,2.3377251,1225.8976353035612
"44 rue Dauphine, 75006 Paris, France",4.5,301,48.8541514,2.3299687,1831.504551459348
"59 rue du Montparnasse, 75014 Paris, France",4,480,48.8418357,2.3170296,3454.140054211431
"46 avenue de Wagram, 75008 Paris, France",3.5,345,48.8774158,2.2893643,3597.3197273801106
"Port du Suffren | 75007, Paris, France",3,207,48.8580473,2.2819257,4254.145621391765
"30 rue d Aligre, 75012 Paris, France",4,231,48.8499014,2.3702418,3285.182982714595
"37 B rue de Montpensier | en face du jardin du Palais Royal, 75001 Paris, France",4.5,147,48.8650163,2.3340789,591.281295529966
"17 rue des Petits Carreaux | 75002, 75002 Paris, France",4,283,48.8670521,2.3383367,329.12555834109645
"10 rue de Constantinople, 75008 Paris, France",3.5,188,48.8801121,2.3116845,2184.1035581290084
"11 rue de la Huchette, 75005 Paris, France",4,904,48.8527988,2.3372919,1903.5882138927705
"6 rue Saint Severin, 75005 Paris, France",4,842,48.8523678,2.3372124,1951.5043211029288
"74 rue des Gravilliers, 75003 Paris, France",4.5,232,48.8645361,2.3458126,868.2558953327125
"19 avenue de l Opera, 75001 Paris, France",3,589,48.8660239,2.3252405,976.8746531978629
"15 Place Richard Baret, 75017 Paris, France",4.5,191,48.8840593,2.3129535,2370.614313491207
"44 boulevard de Menilmontant, 75020 Paris, France",4,172,48.8632347,2.3788005,3131.457894024044
"73 rue Saint Maur, 75011 Paris, France",4.5,100,48.8633298,2.3701431,2517.68215185728
"43 avenue du Maine, 75014 Paris, France",4,611,48.8409014,2.31307,3678.338715711735
"29 rue des Saints Peres | à l'angle de la rue des Saints-Pères et de la rue Jacob, 75006 Paris, France",3.5,193,48.8562289,2.3232786,1831.909734769583
"6 rue du Marche Saint Honore, 75001 Paris, France",3.5,176,48.8658379,2.3226926,1154.8763748235392
"6 rue Jean du Bellay, 75004 Paris, France",4,1838,48.8529514,2.3449229,1969.1264084388276
"110 rue Lauriston | 75116, 75116 Paris, France",4,254,48.8660666,2.2772764,4404.795923120731
"68 rue Jean Jacques Rousseau | 75001, 75001 Paris, France",4.5,398,48.864279,2.3354264,640.5016441208452
"195 avenue de Choisy | Place Italie, Paris 13, 75013 Paris, France",4,791,48.8295488,2.3569761,4716.052024841658
"9 boulevard Edgar Quinet, 75014 Paris, France",4,242,48.8407463,2.3164578,3581.5669731402
"41 boulevard Saint Jacques | Montparnasse, 75014 Paris, France",4.5,660,48.8324755,2.3286534,4210.261352573315
"123 avenue de Wagram, 75017 Paris, France",4,189,48.8827756,2.292502,3568.629495463013
"6 Place du Marche Sainte Catherine, 75004 Paris, France",3.5,299,48.8553638,2.3537643,2021.1741517450175
"28 avenue Franklin Delano Roosevelt | 75008, 75008 Paris, France",4,131,48.872298,2.3015091,2624.6724976002415
"23 rue Mazarine, 75006 Paris, France",4,207,48.8549992,2.3292583,1757.9865477819326
"38 avenue de Suffren, 75015 Paris, France",4,781,48.854672,2.2863993,4085.4132465406
"42 rue Veron, 75018 Paris, France",4.5,1329,48.8853166,2.3260885,1895.6517754301142
"109 rue Saint Martin, 75004 Paris, France",2,108,48.8603449,2.3421136,1123.2442591958563
"7, Avenue d_Eylau, 75016 Paris, France",4,627,48.8636787,2.2768238,4471.29099492038
"20 rue du Louvre, 75001 Paris, France",4,1000,48.8614286,2.3326057,1002.3258651271924
"127 avenue de Clichy, 75017 Paris, France",3.5,154,48.8904608,2.3119082,2939.6738549968954
"2 avenue de Lowendal | 75007, 75007 Paris, France",4,357,48.8534207,2.3004863,3253.1524699566935
"64 rue de Longchamp, 75116 Paris, France",3.5,66,48.8652227,2.277321,4411.704805842515
"16 rue Saint Augustin, 75002 Paris, France",2.5,122,48.8689998,2.3274411,721.9373881564541
"20 rue de la Fontaine du But | Metro Lamarck Caulaincourt, 75018 Paris, France",4,151,48.8903504,2.329814,2335.4929893173166
"34 rue des Vinaigriers, 75010 Paris, France",4,195,48.8732447,2.3533532,1237.1140499201451
"126 boulevard de Magenta, 75010 Paris, France",3.5,239,48.8802537,2.3440636,1253.7430931118422
"3 T rue Marcadet, 75018 Paris, France",4,120,48.890244,2.3463819,2357.5064798639205
"4 Place Victor Hugo | 75016, 75116 Paris, France (Formerly Cafe Le Victor Hugo)",3.5,267,48.8701161,2.2767223,4424.331422578709
"32 B rue d Orsel | Au PIED du SACRE COEUR ,MONTMARTRE, TRIANON, théatre l'atelier, 75018 Paris, France",4.5,1368,48.8835822,2.3338728,1538.8810411367035
"1 rue Scribe | Hotel Scribe Paris Opera by Sofitel, 75009 Paris, France",4,218,48.8705682,2.3209756,1189.7551958082151
"114 boulevard Haussmann, 75008 Paris, France",3,361,48.8747986,2.3119438,1926.1003689996348
"2 rue de l Universite | Saint Germain des Près, 75007 Paris, France",4.5,507,48.856426,2.3228787,1830.337831225604
"7 rue de Jarente, 75004 Paris, France",4,585,48.8556884,2.3540514,2005.2209002152194
"67 rue de Rennes | Métro Saint Sulpice, 75006 Paris, France",3,164,48.8513886,2.3223563,2329.4385554509277
"46 rue de Sevres, 75007 Paris, France",4,121,48.8484771,2.3116565,3029.748368144707
"22 rue Saint Martin, 75004 Paris, France",4.5,294,48.8585717,2.3413782,1297.941718070119
"53 rue Pierre Charron, 75008 Paris, France",4,436,48.8694257,2.2939607,3163.944873884029
"3 rue Quentin Bauchart, 75008 Paris, France",4.5,228,48.8690489,2.2906171,3409.4088240254428
"12-14 rue de Rome, 75008 Paris, France",3.5,663,48.8751841,2.3163118,1636.913117938327
"75007 Paris, France (Formerly 2 Place de l'Ecole Militaire)",4,74,48.853588,2.2958977,3525.8138392842807
"18 rue Mayet, 75006 Paris, France",4.5,164,48.8463916,2.3103734,3270.909768455396
"87 rue Saint Antoine, 75004 Paris, France",3.5,338,48.8545814,2.3536381,2086.158640730462
"1 rue de la Harpe, 75005 Paris, France",4,272,48.8530929,2.3359937,1872.9994690999883
"22 rue du Faubourg Saint Martin, 75010 Paris, France",4.5,282,48.8698565,2.3474441,748.3935931876773
"31 boulevard Beaumarchais | Bastille/Marais, 75004 Paris, France",4.5,331,48.8557218,2.3594438,2266.398383352777
"144 rue Mouffetard, 75005 Paris, France",4,494,48.839144,2.340895,3432.515033990974
"39 rue de Bretagne | Marche des Enfants Rouge, 75003 Paris, France",4,120,48.8629283,2.3534138,1417.2103017540098
"129 boulevard Diderot, 75012 Paris, France",4,231,48.8482202,2.3837705,4173.993196285832
"118 avenue Victor Hugo, 75116 Paris, France",3.5,181,48.8682397,2.2727707,4717.080922242179
"4 rue de la Corderie | Le Marais, 75003 Paris, France",4.5,281,48.8648099,2.3545705,1390.9204351539822
"6 avenue George V, 75008 Paris, France",3,362,48.86541,2.2930379,3269.7487370353774
"18 rue Lauriston, 75116 Paris, France",4,347,48.8716234,2.2835538,3929.135572663865
"18 rue Oberkampf, 75011 Paris, France",4.5,196,48.8632972,2.3605659,1860.1072417626945
"10 rue des Halles, 75001 Paris, France",4,192,48.8597351,2.3382124,1134.6586942113765
"65 boulevard Malesherbes, 75008 Paris, France",4,101,48.8763786,2.3087955,2198.945762601022
"7 rue du Mont Thabor, 75001 Paris, France",4.5,82,48.8654199,2.3203387,1331.7040684349283
"81 rue de Rennes, 75006 Paris, France",5,4,48.8501891,2.3212956,2483.627572172848
"50 rue Saint Andre des Arts, 75006 Paris, France (Formerly Malongo)",4,161,48.8534935,2.3318618,1867.8025377395472
"7 rue Tardieu | Montmartre, 75018 Paris, France",3,155,48.884008,2.3330719,1595.716109983148
"7 rue Antoine Vollon, 75012 Paris, France",4.5,441,48.8505995,2.3679398,3109.2393990229507
"40 rue Gregoire de Tours, 75006 Paris, France",4,136,48.8521477,2.3373831,1976.0178276681472
"2 rue de Hanovre, 75002 Paris, France",4,162,48.8703064,2.3270836,742.0752704147708
"22 rue des Martyrs, 75009 Paris, France",3,290,48.8781493,2.3309453,1023.6143747548306
"16 rue Littre, 75006 Paris, France",4.5,686,48.8449821,2.31505,3212.0127028445813
"96 rue Monge, 75005 Paris, France",4,137,48.8407785,2.3427915,3265.7853753190393
"56 B rue de Clichy, 75009 Paris, France",3.5,123,48.8811465,2.3199889,1773.5347691233355
"28 boulevard Voltaire, 75011 Paris, France",4,87,48.8642527,2.3601162,1789.8316285857804
"22 rue au Maire, 75003 Paris, France",4.5,91,48.8648149,2.3473911,936.1166453941203
"29 avenue du Maine, 75015 Paris, France",4.5,249,48.8429157,2.3122035,3516.0814076183037
"5 boulevard de Vaugirard, 75015 Paris, France",3,127,48.8415876,2.3108269,3694.6222699215205
"50 rue du Faubourg Saint Denis, 75010 Paris, France",4,677,48.8719495,2.3452472,629.5830091746163
"25 avenue Duquesne, 75007 Paris, France",4.5,233,48.8525552,2.3004963,3307.8006612342106
"250 rue du Faubourg Saint Antoine, 75012 Paris, France",4.5,411,48.8488134,2.3817113,4013.0600620000932
"94 rue du Temple, 75003 Paris, France",4.5,331,48.8621581,2.348693,1204.0626559982431
"7 avenue de l Opera, 75001 Paris, France",4,126,48.8649907,2.325655,1007.3805826798335
"117 avenue Mozart, 75016 Paris, France",4.5,54,48.8504182,2.2585168,6151.763699208547
"11 Rue Breguet | Angle 9 Rue Boule, 75011 Paris, France",4,391,48.8571505,2.3640394,2422.098372697328
"34 rue Saint Dominique, 75007 Paris, France",4.5,328,48.860258,2.3066085,2482.9709345954084
"69 rue du Bac, 75007 Paris, France",4.5,120,48.8551746,2.3160895,2252.8153088752715
"60 Bis rue des Entrepreneurs, 75015 Paris, France",4.5,55,48.8454384,2.2794979,5023.671103037554
"18 Rue de Buci 75006, 75006 Paris, France",4.5,152,48.8539376,2.3280001,1900.4440757836899
"33 rue Lamarck, 75018 Paris, France",4.5,377,48.8891083,2.3334879,2151.163502635296
"41 rue Alain Chartier, 75015 Paris, France",3.5,22,48.8372257,2.2884551,5093.186422315406
"15 rue Marbeuf, 75008 Paris, France",4,1245,48.8681096,2.294043,3163.8903725041487
"10 rue du Marche Saint Honore, 75001 Paris, France",3,113,48.8662046,2.3226944,1139.348481973914
"28 rue de Moscou, 75008 Paris, France",4,102,48.8811276,2.3240436,1575.1501657632666
"17 rue d Avron, 75020 Paris, France",4.5,137,48.8517285,2.3909666,4422.015083938085
"19 Rue de Vaugirard, 75006 Paris, France",4,315,48.8487467,2.3252842,2510.675184733899
"56 rue Saint Andre des Arts, 75006 Paris, France",3.5,91,48.8536137,2.3313298,1863.3367007656368
"1 quai aux Fleurs, 75004 Paris, France",4.5,63,48.8529172,2.3432018,1940.5259125694308
"Terminal 2 Area F2 | Charles de Gaulle Airport, Paris, France",3,43,49.0054469,2.533035,20777.14569515508
"Rue Rambueau, 75003 Paris, France",3.5,36,48.8612209,2.3447558,1113.426951014148
"23 avenue Duquesne, 75007 Paris, France",4,143,48.8527117,2.3002472,3312.529271410888
"22 avenue Rapp, 75007 Paris, France",4,72,48.8592612,2.2916078,3540.121737388494
"22 rue de Chabrol, 75010 Paris, France",4.5,112,48.8770285,2.3447841,965.2829730406903
"9 rue des Petits Champs, 75001 Paris, France",4,114,48.8662399,2.3299695,669.2742612563475
"42 rue des Vignoles, 75020 Paris, France",4,119,48.8540323,2.3912717,4331.154105100996
"85 boulevard de Magenta, 75010 Paris, France",4,78,48.8764387,2.3468222,1009.7911750854184
"1 rue Frochot, 75009 Paris, France",3.5,185,48.8811262,2.3287778,1390.5793943752742
"37 rue de Bretagne, 75003 Paris, France",3.5,127,48.8627354,2.3537827,1451.5426874185632
"88 avenue du Maine, 75014 Paris, France",3.5,148,48.8379187,2.3133531,3963.31089169162
"21 rue de la Huchette, 75005 Paris, France",3.5,301,48.852999,2.3367054,1881.6834897680894
"32 rue Cler, 75007 Paris, France",4,284,48.8570616,2.2973518,3247.3982570258345
"78 avenue des Ternes | 75017, 75017 Paris, France",4,34,48.8800081,2.2894401,3669.4726785961793
"6 avenue du Mahatma Gandhi | Jardin d'Acclimatation, 75116 Paris, France",3.5,152,48.8778351,2.247493,6620.4103453164
"96 rue des Martyrs, 75018 Paris, France",4.5,713,48.8842762,2.3311136,1657.6733084909902
"6 rue Paul Bert, 75011 Paris, France",4,367,48.8513315,2.3759205,3505.676945396928
"14 rue Pavee, 75004 Paris, France",4,997,48.85618,2.3519623,1870.2324009858855
"53 rue du Ruisseau, 75018 Paris, France",3.5,29,48.8935673,2.3314953,2662.6928381230296
"5 rue Sainte Beuve, 75006 Paris, France",4.5,876,48.8440303,2.3210508,3111.9594613955696
"232 boulevard Raspail | 75014, 75014 Paris, France",3.5,188,48.8396652,2.3213263,3559.093780387111
"49 avenue George V, 75008 Paris, France",4,2044,48.8710274,2.2917442,3327.821976513738
"78 rue Vieille du Temple, 75003 Paris, France",3,173,48.8597705,2.3518753,1556.7949555283506
"43 rue Godefroy Cavaignac, 75011 Paris, France (Formerly Bones)",4,226,48.8565837,2.3713092,2901.640036966218
"74 rue de Metz, 62520 Le Touquet – Paris-Plage, France",4,382,50.5232838,1.5759417,191823.43312988788
"3 Place Lachambeaudie, 75012 Paris, France",4,750,48.836042,2.3774199,4779.477965248042
"16 rue Commines | Le marais, cirque d'hiver, bastille, république, 75003 Paris, France",4.5,586,48.8626835,2.3580063,1720.633535368216
"8 rue Boutebrie, 75005 Paris, France",4.5,483,48.8515575,2.3357312,2044.4785984189189
"27 rue Violet | 75015, 75015 Paris, France",4.5,195,48.8484491,2.2851994,4491.944488179696
"28 rue Marbeuf, 75008 Paris, France",4,635,48.8690887,2.2960062,3015.2817761868528
"4 avenue Carnot, 75017 Paris, France",4.5,351,48.8752926,2.2853299,3841.2876707627483
"60 rue Charlot, 75003 Paris, France",4.5,393,48.8636094,2.3548787,1470.345920318532
"Boulevard du Temple, 75003 Paris, France",4,108,48.8647169,2.3571884,1571.4405120802694
"8 rue de Rome | Hilton Paris Charles de Gaulle Airport, 93290 Tremblay-En-France, France",3.5,60,49.0101818,2.548673,21949.77472256432
"Montmartre 3 Place du Tertre | This place has amazing Jazz Manouche players every night. It is not about the food., 75018 Paris, France",2,1242,48.8865676,2.3324063,1884.4046572240657
"57 boulevard du Montparnasse, 75006 Paris, France",3,584,48.844381,2.3143166,3296.824600052699
"120 rue de Rennes, 75006 Paris, France",3.5,172,48.8471421,2.317979,2897.197481938675
"8 B rue Falguiere, 75015 Paris, France",4,41,48.8438529,2.3082993,3588.121235806538
"20 rue du 4 Septembre | 20 Rue Du 4 Septembre, 75002 Paris, France",3,154,48.8698671,2.3269668,749.3856547748621
"82 boulevard Haussmann, 75008 Paris, France",3,107,48.8742599,2.325106,1008.4945261064477
"28 rue de l Abbe Gregoire | 75006, 75006 Paris, France",4.5,57,48.847251,2.3166179,2936.4417165292652
"96 rue Raymond Losserand, 75014 Paris, France",4,122,48.8329137,2.3072188,4663.352536421099
"167 rue Saint Denis, 75002 Paris, France",4,467,48.865341,2.3415422,599.444374745839
"213 boulevard Saint Germain, 75007 Paris, France",4,204,48.8565735,2.3159181,2151.3226889202692
"Terminal 2F, Charles de Gaulles Airport, Paris, France",3.5,173,49.0055001,2.5687639,22656.835675456936
"8 rue la Fayette, 75009 Paris, France",3.5,86,48.8732296,2.3256553,921.98256848608
"51 rue du Temple | Metro Ligne 1 - Station Hotel de Ville, Metro Ligne 11 - Station Rambuteau, 75004 Paris, France",4.5,883,48.857251,2.3434499,1480.5785639721228
"39 avenue Duquesne, 75007 Paris, France (Formerly BMA - Le Bistrot de Maelle et Augustin)",4,532,48.8513806,2.3022674,3283.8831264078553
