adress,rating,nbreviews,latitude,longitude,distance
"111 rue Monge, 75005 Paris, France",4,206,48.8397608,2.3428139,3378.2895809876254
"18 avenue de Paris, 94300 Vincennes, France",3.5,239,48.8450074,2.427435,7158.247617036001
"34 rue Montmartre, 75001 Paris, France",4.5,1295,48.8645652,2.3367167,596.3181867199531
"51 rue du Commerce, 75015 Paris, France",4,1715,48.8464193,2.2867943,4520.216640176515
"8 rue Garreau, 75018 Paris, France",4.5,399,48.8860238,2.3283968,1903.3708891947574
"99 boulevard du Montparnasse, 75006 Paris, France",4,550,48.8426415,2.3196187,3294.842771068658
"6 Place du Tertre, 75018 Paris, France",3.5,1360,48.8867638,2.3321147,1909.8899105451865
"7 rue Ste Croix de la Bretonnerie, 75004 Paris, France",4,299,48.8577655,2.3569523,1977.6484550448586
"24 rue des Abbesses | Paris 18e, 75018 Paris, France",4,1024,48.8848625,2.3290759,1765.0569434127376
"159 avenue de Choisy, 75013 Paris, France",4.5,482,48.8280548,2.3490616,4735.0438189107235
"30 rue Pierre Leroux, 75007 Paris, France",4.5,243,48.8483022,2.3106758,3089.6456045066216
"Disneyland Paris | Disney Village, Marne-la-Vallee, France",3,151,48.8693012,2.7244054,28319.83070313032
"22 rue des Ecoles, 75005 Paris, France",4,223,48.8488199,2.3396012,2352.5131477587593
"4 Pl Trocadero Et du 11 Novembre, 75116 Paris, France",3.5,901,48.8637059,2.2785209,4348.219517781112
"11 rue de Paris, 50270 Barneville-Carteret, France",4.5,705,49.3772243,-1.7860122,305259.4788179702
"2 rue Francois Mouthon, 75015 Paris, France",4,223,48.8389274,2.2827155,5269.963669240402
"5 rue Saint Severin, 75005 Paris, France",2.5,704,48.8523645,2.3365692,1952.4381353422605
"2 Place du Marche Sainte Catherine, 75004 Paris, France",4,411,48.8552773,2.3542266,2049.246052373218
"46 avenue Bosquet, 75007 Paris, France",4,698,48.8560267,2.2957259,3405.2568060885947
"30 rue Delambre, 75014 Paris, France",3.5,108,48.8415427,2.3260002,3260.0878561602385
"24 rue des Francs Bourgeois, 75003 Paris, France",4,473,48.8577816,2.3518877,1724.4128378465025
"4 avenue Mac Mahon, 75017 Paris, France",3.5,496,48.8754096,2.2863708,3768.187150113275
"67 rue de Metz | Perard, 62520 Le Touquet – Paris-Plage, France",4,2531,50.5234608,1.5764853,191831.1158779774
"58 boulevard de la Tour Maubourg, 75007 Paris, France",3.5,249,48.8582389,2.3010866,2944.437873696842
"78 rue de Provence, 75009 Paris, France",3.5,176,48.8743526,2.3227256,1168.6434183087808
"37 boulevard Malesherbes, 75008 Paris, France",2.5,122,48.8731877,2.3119379,1883.941814366913
"8 rue Croix des Petits Champs, 75001 Paris, France",4.5,475,48.8625972,2.3307801,940.2306839660383
"14 rue Daunou, 75002 Paris, France (Formerly La Pascade)",4.5,653,48.8697787,2.3224941,1076.6136512440255
"84 Avenue Des Champs Elysees, 75008 Paris, France",3.5,927,48.8714845,2.2950338,3089.832973403296
"14 rue Rambuteau, 75003 Paris, France",4,227,48.8605606,2.3469399,1260.5388825594894
"157 rue de Grenelle, 75007 Paris, France",4,203,48.8578004,2.2980851,3163.44835708688
"140 avenue des Champs Elysees, 75008 Paris, France",3,755,48.8731054,2.2904635,3437.453778625156
"4 rue Saussier Leroy, 75017 Paris, France",4.5,390,48.8793158,2.2881004,3740.669504318525
"30 rue Marbeuf | 30 Rue Marbeuf, 75008 Paris, France",3,191,48.8691933,2.2962689,2995.737986971976
"19 rue Henry Monnier, 75009 Paris, France",4.5,771,48.8801979,2.3285317,1307.5214757254494
"6 rue de la Vrilliere, 75001 Paris, France",4.5,1499,48.8656122,2.3403371,530.5503291632915
"3 rue Saint Philippe du Roule, 75008 Paris, France",4.5,398,48.8731288,2.3001444,2734.4938256184673
"7 rue de Fleurus, 75006 Paris, France",4,108,48.8469338,2.3226034,2770.202969066031
"46 rue du Faubourg Montmartre, 75009 Paris, France",4,546,48.8747229,2.3328384,622.7171384944708
"6 rue de Moscou, 75008 Paris, France",4,211,48.8800766,2.3266154,1369.8690422344232
"rue Monsieur le Prince, Paris, France",4.5,90,48.8497335,2.3313265,2285.3538452334706
"31 rue de la Harpe, 75005 Paris, France",4,661,48.8521567,2.3357615,1977.827164043182
"149 rue Saint Dominique, 75007 Paris, France",3.5,183,48.8576995,2.2917159,3594.6939474281917
"4 Place du Calvaire, 75018 Paris, France",4,846,48.8863907,2.3315895,1877.2557385601071
"30 rue Vernier, 75017 Paris, France",4.5,258,48.8845653,2.2823131,4332.5651827412985
"Place Louis Armand | Gare de Lyon, 75012 Paris, France",4,6247,48.8445896,2.3701972,3708.829148261693
"24 Place Dauphine, 75001 Paris, France",4,589,48.8568561,2.333376,1479.2899492498511
"18 boulevard Montmartre, 75009 Paris, France",2.5,463,48.8720662,2.3319249,454.5354832072609
"34 rue du Laos, 75015 Paris, France",4,284,48.8487121,2.2925254,4030.8005595949526
"7 boulevard de la Madeleine, 75001 Paris, France",4,468,48.8695653,2.3183446,1380.560552434161
"30, rue de Mogador, 75009 Paris, France (Formerly Pastapapa)",4,378,48.8756905,2.3226005,1246.6007848285033
"52 rue la Fayette, 75009 Paris, France",3.5,592,48.8750173,2.3325847,660.3352116765285
"13 rue de Mezieres, 75006 Paris, France",4,558,48.8501936,2.32184,2464.7619595354327
"2 B Place des Vosges, 75004 Paris, France",4.5,466,48.8549551,2.356526,2182.739517030815
"8 rue de Surene, 75008 Paris, France",3.5,208,48.8707088,2.313031,1770.8090883042614
"5 rue de Jarente | Marais, 75004 Paris, France",4.5,481,48.855603,2.3631078,2474.2770679225155
"36 rue Cler, 75007 Paris, France",4,912,48.8568234,2.297464,3251.810475110137
"101 Rue de L_Ouest, 75014 Paris, France",4.5,970,48.8341053,2.3071554,4549.097173497835
"8 rue des Capucines, 75002 Paris, France",4,480,48.8687753,2.3210393,1189.7250470795973
"39 boulevard du Montparnasse, 75006 Paris, France",4,115,48.844955,2.312627,3307.5659083486375
"18 avenue George V, 75008 Paris, France",4,155,48.8667668,2.2929435,3256.8615300375695
"3 rue de Bievre, 75005 Paris, France",4.5,210,48.850849,2.3419109,2148.0662138722523
"24 rue des Petits Champs, 75002 Paris, France",3.5,63,48.8669181,2.3277036,771.356896463429
"8 rue Monge | Maubert-Mutualité, Sorbonne, 75005 Paris, France",4,751,48.8491885,2.3407141,2319.2182621187953
"163 rue Saint Jacques, 75005 Paris, France",4,640,48.8459911,2.3343566,2668.7509503463125
"26 rue Saint Benoit, 75006 Paris, France",3.5,151,48.8542849,2.33269,1769.530821765477
"21 rue Marbeuf, 75008 Paris, France",4,644,48.8686558,2.2946236,3118.1705143596296
"5 rue des Prouvaires, 75001 Paris, France",4,822,48.8615723,2.335209,939.5085173798834
"54 avenue Felix Faure, 75015 Paris, France",4.5,478,48.8408071,2.2779617,5410.125216360855
"138 rue Mouffetard, 75005 Paris, France",3.5,203,48.8395627,2.3409541,3386.450060781245
"7 rue des 3 Freres, 75018 Paris, France",4,244,48.8838675,2.3413381,1580.1757010499416
"20 rue Mirabeau, 75016 Paris, France",4,172,48.8466935,2.2622322,6062.872719208041
"1 Place Saint Michel, 75005 Paris, France",3,781,48.8535245,2.3359178,1825.343158504729
"1 avenue George V | Place du pont de l alma, 75008 Paris, France",3.5,1007,48.8652396,2.2923273,3324.038211606971
"9 rue de Beauce, 75003 Paris, France",4.5,484,48.8629872,2.3524522,1355.2062069893302
"Disneyland Resort Paris | Disney Village, Marne-la-Vallee, France",3.5,2461,48.8524022,2.7613011,31084.650021940593
"Disneyland Park Paris | Disney Village, 77777, Marne-la-Vallee, France",3.5,5940,48.8524559,2.7606582,31037.321608019556
"48 rue de Moscou, 75008 Paris, France",4.5,339,48.8819106,2.3225771,1709.906862579474
"54 rue des Rosiers, 75004 Paris, France",3.5,639,48.8578178,2.3494777,1617.19919138488
"109 rue Saint Honore, 75001 Paris, France",4,313,48.8613197,2.3339153,986.0452472712584
"48 avenue de la Motte Picquet, 75015 Paris, France",4,341,48.851233,2.2913653,3945.314736980676
"8 rue du Commandant Riviere, 75008 Paris, France",4.5,409,48.8728486,2.300385,2713.1376865155808
"108 boulevard Saint Germain, 75006 Paris, France",4.5,453,48.8518938,2.3420193,2034.8265374201449
"6 rue Chauveau Lagarde | 75008, 75008 Paris, France",4,105,48.8714028,2.3152047,1618.073154660585
"8 rue du Dragon, 75006 Paris, France",3.5,279,48.8537682,2.3223571,2098.9900699715877
"2 avenue du General Leclerc, 75014 Paris, France",3.5,539,48.8336407,2.3227397,4170.535046679787
"132 boulevard Saint Germain | 132,boulevard saint germain 75006 Paris, 75006 Paris, France",3.5,646,48.852622,2.3303211,1988.2098340912437
"Birague | Metro Saint Paul, 75004 Paris, France",4,61,48.8551129,2.259086,5947.447323395042
"64 boulevard Haussmann | Le Printemps, 75009 Paris, France",4,718,48.8738749,2.3190871,1396.7451745351798
"24 rue de Rivoli | 24, Rue Rivoli, 75004, Paris, Île-de-France, 75004 Paris, France",4,284,48.8559724,2.3497051,1799.9399100300316
"2 rue Dupetit Thouars, 75003 Paris, France",3.5,305,48.864928,2.354162,1358.2818226906631
"58 rue Mouffetard, 75005 Paris, France",4,686,48.8431675,2.3406162,2984.9373273369465
"Disney Village | Disneyland Paris, 77777, Marne-la-Vallee, France",3.5,4926,48.8630116,2.757491,30751.183300489934
"101 rue Vieille du Temple, 75003 Paris, France",3.5,602,48.8604553,2.3525808,1539.7779018895292
"12 rue Soufflot, 75005 Paris, France",4,795,48.847029,2.3345288,2552.711985251035
"334 rue des Pyrenees, 75020 Paris, France",4,113,48.8733923,2.3815135,3263.0600862382853
"105 quai Branly, 75015 Paris, France",2,1015,48.8545527,2.2804074,4492.932541052282
"14 rue Git le Coeur, 75006 Paris, France",4,465,48.8534734,2.3335213,1848.3943842598514
"66 quai de l Hotel de Ville, 75004 Paris, France",3.5,574,48.8546304,2.3459833,1816.9701884546469
"60 rue Pierre Charron, 75008 Paris, France",4,351,48.8694449,2.2947832,3103.757952726697
"17 boulevard de Grenelle, 75015 Paris, France",3.5,65,48.8535827,2.2813142,4474.380108232836
"8 rue Lamarck, 75018 Paris, France",4.5,360,48.886817,2.335741,1882.1497851658148
"20 rue Gerando, 75009 Paris, France",4,329,48.8829575,2.3378989,1450.784308619252
"73 rue de Rennes, 75006 Paris, France",4,616,48.8506989,2.3218442,2414.754598190754
"22 boulevard des Batignolles, 75017 Paris, France",4,83,48.8832785,2.3162179,2136.423928290937
"4 rue de Monttessuy, 75007 Paris, France",4.5,633,48.859883,2.2914754,3526.747719238077
"4 rue Caulaincourt, 75018 Paris, France",4,146,48.8848624,2.3214816,2021.071621613521
"45 rue du Cherche Midi, 75006 Paris, France",4,427,48.8490713,2.3171464,2743.7649273201696
"235 rue Saint Honore, 75001 Paris, France",4,759,48.8663636,2.3199741,1321.3571478047743
"44 rue Mouffetard, 75005 Paris, France",4.5,510,48.8435578,2.3406504,2941.9042658033204
"3 rue des Pyramides, 75001 Paris, France",4,202,48.864305,2.3323684,717.700568746295
"161 rue Manin, 75019 Paris, France",3,62,48.8861623,2.3848877,3926.5699046185186
"75 avenue Emile Zola | Métro Charles Michel, ligne 10, 75015 Paris, France",4,28,48.8446297,2.2701799,5653.019282666583
"11 rue Berthollet, 75005 Paris, France",4.5,30,48.8393735,2.3372085,3396.4045677662066
"12 rue Saint Jean | À l étage pas possible pour les handicapés..., 62520 Le Touquet – Paris-Plage, France",4.5,1100,50.5243975,1.5749793,191961.69092267365
"37 B rue Rouelle, 75015 Paris, France",4.5,42,48.8498446,2.2802696,4725.985174595981
"8 rue des 3 Freres, 75018 Paris, France",3,292,48.8842779,2.3326338,1631.4649426099227
"21 boulevard de Grenelle, 75015 Paris, France",3.5,164,48.8532441,2.2816394,4468.153707111003
"12 rue du Marche Saint Honore, 75001 Paris, France",4,506,48.8662915,2.3226886,1136.2779260432314
"84 rue Baudricourt, 75013 Paris, France",4,71,48.8244469,2.3534272,5193.517672198062
"18 rue de Turbigo, 75002 Paris, France",4.5,29,48.8640149,2.3415656,729.5626051214928
"19 rue le Marois, 75016 Paris, France",4,50,48.8388251,2.252846,7074.8615816486545
"5 rue du Pot de Fer, 75005 Paris, France",4.5,232,48.8428971,2.3403743,3013.490507229009
"6 rue de Jarente, 75004 Paris, France",4.5,872,48.8557877,2.3543101,2008.2499109691842
"19 rue Guisarde, 75006 Paris, France (Formerly L'Enfance de Lard)",4,367,48.8518026,2.3252558,2196.0540275500807
"33 avenue Franklin Delano Roosevelt, 75008 Paris, France",3,179,48.8675428,2.3010113,2660.9724843698887
"4 Rue des Trois Freres, 75018 Paris, France",4,296,48.8838103,2.3331122,1573.5736650788517
"1 rue Paul Albert, 75018 Paris, France",3.5,153,48.8865127,2.3361871,1846.7577387803105
"8 Place Victor Hugo, 75116 Paris, France",3.5,340,48.8699363,2.2760426,4473.99882125737
"Entree 1 1 Place de la Bastille, 75004 Paris, France",3,410,48.8531665,2.359321,2466.8487610868683
"33 rue le Peletier, 75009 Paris, France",4.5,704,48.8738271,2.3301151,677.0291171458629
"7 rue du Mont Cenis, 75018 Paris, France",3.5,528,48.8870033,2.3324312,1931.6926421144572
"4 rue Mathis, 75019 Paris, France",4,175,48.8907895,2.3675452,3210.310164479143
"147 boulevard Raspail, 75006 Paris, France",3.5,19,48.8421905,2.3210515,3302.0989686498046
"12 rue Boutebrie, 75005 Paris, France",4,262,48.8514039,2.3357171,2061.588814348234
"22 rue du Sommerard | Close to the Saint Germain neighbourhood, 75005 Paris, France",4.5,655,48.8516397,2.3268465,2169.3169332341695
"23 rue de la Fontaine au Roi, 75011 Paris, France",4,174,48.8684597,2.3618744,1811.106223687898
"10 rue du Maine, 75014 Paris, France",3.5,250,48.8406479,2.3143486,3659.3955533202447
"10 rue Gregoire de Tours, 75006 Paris, France",4,561,48.8533187,2.3289738,1941.6680536058213
"Rue des Trois Freres | Montmartre, 75018 Paris, France",3.5,225,48.8850585,2.3314347,1735.7449675960106
"22 rue Mouffetard, 75005 Paris, France",3.5,137,48.8442267,2.3402539,2865.4067274091253
"54 avenue Kleber, 75116 Paris, France",4.5,95,48.8688203,2.2823239,4016.4795132137724
"14 rue Pascal | Métro Censier Daubenton, 75005 Paris, France",4.5,407,48.839495,2.3417314,3399.013261585788
"121 rue de Clignancourt, 75018 Paris, France",4,137,48.8932611,2.3489141,2733.028770666186
"19 rue du Faubourg Montmartre, 75009 Paris, France",4,378,48.8728378,2.3341931,392.6359139626171
"26 rue Jean Mermoz, 75008 Paris, France",4,263,48.8711867,2.3032088,2491.0080756155767
"4 rue de Milan, 75009 Paris, France",4,70,48.8790043,2.3203089,1596.563306061735
"14 rue Breguet, 75011 Paris, France",4,215,48.8569532,2.3638436,2423.4975297144006
"34 rue de Penthievre, 75008 Paris, France",4.5,439,48.8724624,2.3049413,2377.161164307199
"15 avenue Pierre 1er de Serbie, 75116 Paris, France",4,153,48.8665002,2.2882974,3597.924893535256
"6 rue Gomboust, 75001 Paris, France",4,569,48.867412,2.3242648,987.1625280522209
"8 quai du Commandant Albert Paris, 50550 Saint-Vaast-la-Hougue, France",4,264,49.5893729,-1.2635596,273397.6567370377
"109 rue de Bagnolet, 75020 Paris, France",3.5,1264,48.8600415,2.3944471,4328.257540382969
"19 rue Francois Miron, 75004 Paris, France",4.5,441,48.8557921,2.3485145,1775.0404450730903
"40 rue Cler, 75007 Paris, France",3.5,1059,48.8564649,2.3064068,2704.7727688717923
"40 rue de la Montagne Ste Genevieve, 75005 Paris, France",4,80,48.8478614,2.3397111,2459.3963828482324
"12 Rue Norvins, 75018 Paris, France",3,811,48.8869399,2.3316788,1935.510931190308
"68 rue de Metz, 62520 Le Touquet – Paris-Plage, France",3.5,1547,50.5235652,1.5848496,191671.57619732764
"38 rue de la Montagne Ste Genevieve, 75005 Paris, France",4.5,97,48.8479161,2.3396375,2452.9355543231727
"24 rue Chanoinesse, 75004 Paris, France",4,782,48.8542235,2.3414914,1773.0110531760238
"58 rue Gauthey, 75017 Paris, France",3.5,156,48.8936032,2.3134634,3154.673701206419
"22 rue Jean Pierre Timbaud, 75011 Paris, France",4,555,48.8654246,2.3601824,1752.8488532609044
"6 rue Descartes, 75005 Paris, France",4,210,48.8471575,2.3397174,2537.48998644655
"9 rue des Recollets, 75010 Paris, France",4.5,872,48.8743268,2.3531906,1267.2721684708965
"Rue de Buci | Rue de Buci, 75006 Paris, France",4,1272,48.8538658,2.3283953,1897.892782566883
"rue de Vaugirard, 75006 Paris, France",4.5,117,48.8472308,2.3187499,2861.5314906318586
"144 boulevard Exelmans, 75016 Paris, France",4,501,48.8477659,2.2511833,6758.481155144649
"82 avenue Marceau, 75008 Paris, France",3,565,48.8722692,2.2880468,3605.4089790783232
"32 rue Saint Jean, 62520 Le Touquet – Paris-Plage, France",3.5,839,50.5240244,1.575615,191908.94232455705
"90 rue des Dames, 75017 Paris, France",4,439,48.8830649,2.3092182,2515.596061555331
"27 T boulevard Diderot | Gare de Lyon, Station, 75012 Paris, France",4,238,48.8455878,2.3598998,3173.9732862847436
"44 rue Notre Dame des Victoires, 75002 Paris, France",3.5,140,48.8691504,2.3336196,276.29279589224353
"Place Andre Malraux, 75001 Paris, France",4,1095,48.8639908,2.3353458,673.077346498857
"234 rue de Rivoli, 75001 Paris, France",4,632,48.8655674,2.3183696,1460.6696517222197
"3 Place du General Koenig | Hyatt Regency Paris Etoile, 75017 Paris, France",3.5,217,48.8802652,2.2755049,4657.216067945344
"6 rue des Canettes, 75006 Paris, France",4.5,618,48.8523939,2.3247708,2150.675617471672
"25 rue Beautreillis | 25 rue Beautreillis, 75004 Paris, 75004 Paris, France",4,238,48.8537473,2.3644392,2683.308541891747
"2 rue Poussin, 75016 Paris, France",4,111,48.8490366,2.2572758,6291.939002393203
"17 rue de l Ecole Polytechnique, 75005 Paris, France",4.5,294,48.8478581,2.338623,2455.1301197389603
"14 Faubourg de Paris, 89300 Joigny, France",4.5,727,47.9836704,3.3766953,124874.10748225808
"169 rue Saint Honore, 75001 Paris, France",3.5,503,48.8638104,2.3252651,1106.7546847914768
"88 rue de Metz, 62520 Le Touquet – Paris-Plage, France",4.5,1607,50.5227659,1.5753638,191780.19366822045
"80 rue de Grenelle, 75007 Paris, France",3.5,242,48.8551516,2.3157272,2272.922089600145
"11 boulevard des Italiens, 75002 Paris, France",3.5,407,48.8714055,2.3292259,607.0862765487518
"122 rue de Rennes, 75006 Paris, France",3.5,332,48.8468319,2.3178119,2933.2945567258885
"Disneyland Resort Paris, 77700 Chessy, Marne-la-Vallee, France",4,2580,48.8660451,2.7583051,30803.217251053717
"121 rue Saint Honore, 75001 Paris, France",4.5,445,48.8614224,2.3329125,995.6601407169245
"5 rue du Nil, 75002 Paris, France",4.5,1321,48.8677096,2.3391635,284.032183802789
"19 rue de l Etoile, 75017 Paris, France",4,386,48.8775793,2.2862227,3825.198785988566
"39 quai des Grands Augustins, 75006 Paris, France",4.5,699,48.8547203,2.3420727,1726.9156524143443
"13 rue des Sablons, 75116 Paris, France",4.5,285,48.8659527,2.2750952,4564.818303006737
"79 boulevard de Magenta, 75010 Paris, France",3.5,113,48.8759965,2.3471595,993.0167809715979
"9 rue Poulbot, 75018 Paris, France",3,223,48.8865796,2.3309855,1907.8134281431924
"68 avenue Bosquet, 75007 Paris, France",4.5,1002,48.854696,2.2963855,3432.8547543285345
"65 rue Rambuteau, 75004 Paris, France",4,616,48.861707,2.3423182,986.4664447675616
"5 rue de Bellechasse, 75007 Paris, France",3,373,48.8594556,2.3154467,1971.874657648137
"Paris, France",3,104,48.8588548,2.347035,1424.6472560413965
"188 boulevard Saint Germain, 75007 Paris, France",2.5,94,48.854664,2.3216665,2042.120757130965
"8 rue Xavier Privas, 75005 Paris, France",4.5,314,48.8529444,2.3368257,1887.6011987180898
"6 Place Saint Augustin | 6, place Saint Augustin, 75008 Paris, France",3,450,48.8750567,2.3113732,1974.2863161437756
"256 rue Saint Honore, 75001 Paris, France",4,202,48.8641704,2.3250521,1095.2638035652064
"186 rue de Grenelle, 75007 Paris, France",4,545,48.8578251,2.297254,3217.40719107393
"19 rue Rene Boulanger | 19 rue René Boulanger, 75010 Paris, France",3.5,321,48.8691278,2.347749,775.6625286291978
"4 rue du Bourg Tibourg | 75004, 75004 Paris, France",3.5,266,48.8567518,2.3471278,1633.849609727927
"4 rue de Surene | 75008, 75008 Paris, France (Formerly Pancake Square)",4.5,365,48.8917211,2.227613,8373.095253321042
"7 Place de la Sorbonne, 75005 Paris, France",3.5,223,48.8485974,2.333095,2389.811379333379
"2 rue Dancourt, 75018 Paris, France",4,843,48.8828097,2.333309,1461.6258590728826
"12 rue de Buci, 75006 Paris, France",4,400,48.8538982,2.3285688,1890.221504335082
"73 avenue de Suffren, 75007 Paris, France",4,668,48.8517931,2.2909144,3941.1684336173985
"34 rue du Faubourg Montmartre, 75009 Paris, France",4,386,48.8741392,2.3337719,532.5575109770389
"6 rue des Tournelles, 75004 Paris, France",4.5,450,48.8541218,2.3588271,2363.3215075002013
"1 rue Auber, 75009 Paris, France",3.5,580,48.8714779,2.3219641,1128.65393389682
"36 rue Saint Louis en L Ile, 75004 Paris, France",4,528,48.8517259,2.3485384,2185.9873055439425
"52 rue Dauphine, 75006 Paris, France",3.5,516,48.8538833,2.3297504,1864.6734529479654
"20 rue Xavier Privas, 75005 Paris, France",3,267,48.8526536,2.3363971,1920.6508378849198
"Disneyland Paris Resort, Marne-la-Vallee, France",3.5,3351,48.8630996,2.7254563,28408.490369306423
"75 avenue des Champs Elysees, 75008 Paris, France",3,874,48.8708957,2.2942062,3147.346527625048
"240 rue de Rivoli, 75001 Paris, France",3.5,473,48.8659392,2.3170472,1539.8779114730835
"33 rue de la Harpe, 75005 Paris, France",4.5,401,48.8520966,2.3358232,1984.2641175939739
"45 rue de Richelieu, 75001 Paris, France",4.5,654,48.8663576,2.3279612,783.9698037084074
"11 rue d Arcole, 75004 Paris, France",3.5,459,48.8542747,2.3411019,1762.5842910845424
"Disneyland Resort Paris | Frontierland, Marne-la-Vallee, France",3.5,1499,48.8715761,2.765881,31353.142245185987
"25 rue Gabrielle, 75018 Paris, France",4,1131,48.8857551,2.3316624,1807.1585938708952
"11 rue Dupont de l Eure, 75020 Paris, France",4,277,48.8681458,2.3912333,3956.1192345064737
"Disney Village | Disneyland Paris, 77705, Marne-la-Vallee, France",3.5,5785,48.8638949,2.7574247,30743.767612250835
"64 rue Francois Miron, 75004 Paris, France",4,360,48.8554195,2.3493149,1839.2632290343865
"10 rue du General Lanrezac, 75017 Paris, France",4.5,1336,48.8762537,2.2854734,3849.004185256119
"9 rue Christine, 75006 Paris, France",4,957,48.8545677,2.3307493,1771.1533136136547
"31 rue Boulard, 75014 Paris, France",4,285,48.8331063,2.319798,4287.012792761861
"116 rue Saint Denis, 75002 Paris, France",4.5,566,48.8644,2.3415438,690.5544121760244
"75 avenue des Gobelins, 75013 Paris, France",3.5,172,48.8333341,2.3458824,4117.120868483564
"5 rue Soufflot, 75005 Paris, France",4,590,48.8464722,2.3438552,2651.973944689005
"14 rue Richer, 75009 Paris, France",4,103,48.8741579,2.3379329,474.38095248675984
"194 rue Saint Honore, 75001 Paris, France",3.5,361,48.8626405,2.329309,994.5105271348289
"228 rue de Rivoli, 75001 Paris, France",4,828,48.8653323,2.3193826,1400.2826720041417
"Disneyland Paris, Marne-la-Vallee, France",4,1845,48.8660451,2.7580058,30781.327594703544
"2 rue de l Abreuvoir, 75018 Paris, France",3.5,343,48.8879591,2.330905,2058.4090104948405
"85 rue Saint Antoine, 75004 Paris, France",4.5,366,48.8544987,2.3539404,2106.4523400609382
"29 rue Monge, 75005 Paris, France",3.5,284,48.8468434,2.342922,2599.5684724225725
"37 rue Malar, 75007 Paris, France",4,408,48.8596721,2.2975774,3115.0460774947837
"6 Rue des Lavandieres Sainte-Opportun, 75001 Paris, France",4,222,48.8586995,2.3375415,1247.6838072251182
"167 rue de Grenelle | 70007, 75007 Paris, France",4,104,48.8574417,2.2967865,3266.394021922383
"3 Place de la Sorbonne, 75005 Paris, France",3.5,353,48.848447,2.3337037,2401.2353594488404
"Sequoia Lodge Hotel | Disneyland Paris Resort, 77777, Marne-la-Vallee, France",4,1347,48.8686653,2.7814757,32494.428834985483
"60 avenue des Gobelins, 75013 Paris, France",4,313,48.8334051,2.3450299,4100.154521014241
"51 rue Rouelle, 75015 Paris, France",4.5,131,48.8493948,2.2814181,4676.316044893149
"72 rue Mouffetard, 75005 Paris, France",4,282,48.8425832,2.3409001,3051.45323710495
"87 boulevard Haussmann, 75008 Paris, France",3.5,222,48.8744622,2.3121551,1901.0008188996342
"13 Place Saint Pierre, 75018 Paris, France",3,350,48.8842366,2.3347453,1602.333595366459
"47 boulevard Saint Germain, 75005 Paris, France",4.5,53,48.8496323,2.3408222,2271.0843230557957
"5 rue de la Manutention, 75116 Paris, France (Formerly Les Marches)",4,652,48.8638964,2.2871574,3721.998274022035
"25 rue des Grands Augustins, 75006 Paris, France",4.5,675,48.8537621,2.3316794,1841.4957507816505
"16 rue Soufflot, 75005 Paris, France",3,496,48.8471287,2.3339988,2544.9472961234783
"53 Bis Bd Arago, 75013 Paris, France",4.5,118,48.8347597,2.3359482,3910.529620374533
"116 rue Mouffetard, 75005 Paris, France",4,221,48.8403705,2.3408674,3296.4079546936864
"1 Place du Palais Bourbon, 75007 Paris, France",3.5,307,48.8606142,2.3189841,1687.6329486104003
"15 boulevard du Palais, 75004 Paris, France",3,404,48.8543647,2.3365931,1730.0522356041374
"2 Place du Chatelet, 75004 Paris, France",4,75,48.8572089,2.3389543,1418.9319644556922
"122 boulevard de Clichy, 75018 Paris, France",3,603,48.8847203,2.3300133,1728.076061467559
"2 Place de l Ecole Militaire, 75007 Paris, France",4,1157,48.8543543,2.2970682,3408.6374733685766
"Main Street, Disneyland Park, Disneyland Paris, EC2A, Marne-la-Vallee, France",4,3108,48.8705136,2.7706954,31705.127692812952
"23 boulevard des Capucines, 75002 Paris, France",4,293,48.8702197,2.33134,430.810582958382
"78 rue Labat, 75018 Paris, France",4.5,135,48.8886913,2.3363001,2088.5501427831305
"19 rue de Castellane, 75008 Paris, France",4,627,48.8724294,2.3154107,1618.812455671627
"149 rue Saint Dominique, 75007 Paris, France",2,1068,48.8576995,2.2917159,3594.6939474281917
"3 boulevard du Palais, 75004 Paris, France",4,1000,48.8551197,2.3372072,1645.507044748082
"10 rue du Fouarre, 75005 Paris, France",3.5,327,48.8516012,2.3385026,2038.93239895086
"15 rue des Fosses Saint Marcel, 75005 Paris, France",4.5,322,48.8387424,2.3474478,3546.5439894080178
"4 Place Saint Germain des Pres | Saint-Germain-des-Prés, 75006 Paris, France",4,896,48.8544077,2.3244238,1962.0612904266952
"20 rue de Monttessuy | A 100 meter from Eiffel Tower, 75007 Paris, France",4.5,511,48.858645,2.2875864,3840.4182774543833
"2 Place du Trocadero, 75116 Paris, France",3.5,1008,48.863508,2.2794858,4282.168624990955
"37 rue Marbeuf, 75008 Paris, France",3.5,1340,48.8696683,2.2964033,2984.9385646938163
"67 avenue de la Motte Picquet, 75015 Paris, France",3,467,48.8492018,2.2897395,4167.4304411976345
"5 rue Paul Louis Courier, 75007 Paris, France",3.5,77,48.8560028,2.3161066,2185.818756883181
"61 avenue de la Motte Picquet, 75015 Paris, France",3.5,300,48.8494926,2.2901603,4123.906850823642
"133 rue de Turenne, 75003 Paris, France",4.5,566,48.8644462,2.3558088,1490.1182950545558
"64 Rue Pierre Charron, 75008 Paris, France",4,439,48.8696718,2.2952405,3069.979683347921
"38 rue de Sevres, 75007 Paris, France",3.5,114,48.8504779,2.3145567,2723.8966545198155
"68 avenue de la Motte Picquet, 75015 Paris, France",3.5,319,48.8494189,2.2892994,4181.082726955612
